0;0.41696666181087494
1;0.9184666693210602
2;0.9431333422660827
3;0.95343333085378
4;0.9627333323160808
5;0.9656666676203409
6;0.9718666632970173
7;0.9752666731675466
8;0.9777666608492533
9;0.9804666697978973
10;0.9822333216667175
11;0.9815333425998688
12;0.9834333419799804
13;0.9843999902407328
14;0.9852666596571605
15;0.9840666631857554
16;0.9865000069141389
17;0.9871333380540213
18;0.9874999940395356
19;0.9873000005880992
20;0.9878333389759063
21;0.9868000030517577
22;0.985700003306071
23;0.9870666821797688
24;0.987500003973643
25;0.9872999886671702
