0;0.3506999984383583
1;0.952866663535436
2;0.9666666636864344
3;0.9734999885161718
4;0.9771333386500677
5;0.9803999910751978
6;0.9826333274443945
7;0.9819333354632059
8;0.9839000056187311
9;0.9856999963521957
10;0.9847666770219803
11;0.984000007311503
12;0.986066664258639
13;0.9856999963521957
14;0.9856000045935313
15;0.9857666591803232
16;0.9856999963521957
17;0.9857666740814844
18;0.9862999965747198
19;0.9863000065088272
20;0.9861999998490015
21;0.9860000014305115
22;0.9859333286682764
23;0.986433337132136
24;0.9861666659514109
25;0.9870333423217138
