0;0.6167466971609328
1;0.935407496160931
2;0.95631585849656
3;0.9682539602120718
4;0.9719220995903015
5;0.9741229712963104
6;0.9786247875955371
7;0.978091233306461
8;0.9796251853307089
9;0.9817593726846906
10;0.9826930860678355
11;0.9828598101933798
12;0.9831265774038104
13;0.9853274524211884
14;0.985294113556544
15;0.9852274192704095
16;0.9855275452136993
17;0.9857943058013916
18;0.9860610961914062
19;0.9867280158731672
20;0.9866946604516772
21;0.9862278203169504
22;0.9869947930177053
23;0.9861277805434332
24;0.9867947101593018
25;0.9879951973756155
