1;0.9222000002861023
2;0.9479999899864197
3;0.9569999933242798
4;0.9638000130653381
5;0.9669999957084656
6;0.9710000157356262
7;0.971400010585785
8;0.9740000009536743
9;0.9767999887466431
10;0.9776000022888184
11;0.9751999974250793
12;0.9819999933242798
13;0.9788000106811523
14;0.9799999952316284
15;0.9794000148773193
16;0.980400002002716
17;0.9824000000953674
18;0.9824000000953674
19;0.9822000026702881
20;0.9817999958992004
21;0.9819999933242798
22;0.9822000026702881
23;0.9822000026702881
24;0.9829999923706054
25;0.9844000101089477
26;0.9830000042915344
27;0.9819999933242798
28;0.9835999965667724
29;0.9840000033378601
30;0.9832000017166138
31;0.9844000101089477
32;0.9834000110626221
33;0.9827999949455262
34;0.9840000152587891
35;0.9825999975204468
36;0.9837999939918518
37;0.9838000059127807
38;0.9827999949455262
39;0.9835999965667724
40;0.9833999991416931
